id_empresa,agu_res_des_cod,agu_res_des_tip,agu_res_gen,agu_res_por_anio,FEXP,ciiu1d,TAMANIO_EMPRESA,ACTIVIDAD
13602024011,52,2,2, ,3.50724637681159,H,3,H
13602024011,42,2,2, ,3.50724637681159,H,3,H
13602024011,32,2,2, ,3.50724637681159,H,3,H
13602024011,22,2,2, ,3.50724637681159,H,3,H
13602024011,71,1, , ,3.50724637681159,H,3,H
13602024011,61,1, , ,3.50724637681159,H,3,H
13602024011,51,1, , ,3.50724637681159,H,3,H
13602024011,41,1, , ,3.50724637681159,H,3,H
13602024011,31,1, , ,3.50724637681159,H,3,H
13602024011,21,1, , ,3.50724637681159,H,3,H
13602024011,11,1, , ,3.50724637681159,H,3,H
13602047011,62,2,1,100,1.40816326530612,I,4,I
13602047011,11,1, , ,1.40816326530612,I,4,I
13602047011,21,1, , ,1.40816326530612,I,4,I
13602047011,31,1, , ,1.40816326530612,I,4,I
13602047011,41,1, , ,1.40816326530612,I,4,I
13602047011,51,1, , ,1.40816326530612,I,4,I
13602047011,61,1, , ,1.40816326530612,I,4,I
13602047011,71,1, , ,1.40816326530612,I,4,I
13602047011,32,2,2, ,1.40816326530612,I,4,I
13602047011,42,2,2, ,1.40816326530612,I,4,I
13602047011,52,2,2, ,1.40816326530612,I,4,I
13602047011,72,2,2, ,1.40816326530612,I,4,I
13602047011,22,2,2, ,1.40816326530612,I,4,I
13602047011,12,2,2, ,1.40816326530612,I,4,I
13602049013,12,2,1,100,3.72254335260116,C,3,C
13602049013,11,1, , ,3.72254335260116,C,3,C
13602049013,21,1, , ,3.72254335260116,C,3,C
13602049013,31,1, , ,3.72254335260116,C,3,C
13602049013,41,1, , ,3.72254335260116,C,3,C
13602049013,51,1, , ,3.72254335260116,C,3,C
13602049013,61,1, , ,3.72254335260116,C,3,C
13602049013,71,1, , ,3.72254335260116,C,3,C
13602049013,32,2,2, ,3.72254335260116,C,3,C
13602049013,42,2,2, ,3.72254335260116,C,3,C
13602049013,52,2,2, ,3.72254335260116,C,3,C
13602049013,62,2,2, ,3.72254335260116,C,3,C
13602049013,22,2,2, ,3.72254335260116,C,3,C
13602049013,72,2,2, ,3.72254335260116,C,3,C
13602055013,12,2,1,100,1.34308510638298,C,4,C
13602055013,11,1, , ,1.34308510638298,C,4,C
13602055013,21,1, , ,1.34308510638298,C,4,C
13602055013,31,1, , ,1.34308510638298,C,4,C
13602055013,41,1, , ,1.34308510638298,C,4,C
13602055013,51,1, , ,1.34308510638298,C,4,C
13602055013,61,1, , ,1.34308510638298,C,4,C
13602055013,71,1, , ,1.34308510638298,C,4,C
13602055013,22,2,2, ,1.34308510638298,C,4,C
13602055013,32,2,2, ,1.34308510638298,C,4,C
